"ID","Package","Item","Title","RowsCount","ColumnsCount","BinaryColumnsCount","CharacterColumnsCount","FactorColumnsCount","LogicalColumnsCount","NumericColumnsCount","CSVURL","DocURL","Description"
"HistData-Virginis","HistData","Virginis","John F. W. Herschel's Data on the Orbit of the Twin Stars gamma _Virginis_",18,6,0,2,0,0,4,"https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Virginis.csv","https://vincentarelbundock.github.io/Rdatasets/doc/HistData/Virginis.html","Virginis R Documentation    John F. W. Herschel's Data on the Orbit of the Twin Stars γ Virginis     Description  
In 1833 J. F. W. Herschel published two papers in the Memoirs of the Royal Astronomical Society  detailing his investigations of calculating the orbits of twin stars from observations of their relative position angle and angular distance.  
In the process, he invented the scatterplot, and the use of visual smoothing to obtain a reliable curve that surpassed the accuracy of individual observations (Friendly & Denis, 2005). His data on the recordings of the twin stars γ Virginis provide an accessible example of his methods.    Usage    data(""Virginis"") data(""Virginis.interp"")    Format  
Virgins : A data frame with 18 observations on the following 6 variables giving the measurements of position angle and angular distance between the central (brightest) star and its twin, recorded by various observers over more than 100 years.   year
year (""epoch"") of the observation, a decimal numeric vector   posangle
recorded position angle between the two stars, a numeric vector   distance
separation distance between the two stars, a numeric vector   weight
a subjective weight attributed to the accuracy of this observation, a numeric vector   notes
Herschel's notes on this observation, a character vector   authority
A simplified version of the notes giving just the attribution of authority of the observation, a character vector    
Virgins.interp : A data frame with 14 observations on the following 4 variables, giving the position angles and angular distance that Herschel interpolated from his smoothed curve.    year
year (""epoch"") of the observation, a decimal numeric vector   posangle
recorded position angle between the two stars, a numeric vector   distance
separation distance, calculated 1/sqrt(velocity)   velocity
angular velocity, calculated as the instantaneous slopes of tangents to the smoothed curve, a numeric vector     Details  
The data in Virginis come from the table on p. 35 of the “Micrometrical Measures” paper.  
The weight variable was assigned by the package author, reflecting Herschel's comments and for use in any weighted analysis.   
In the notes and authority variables, ""H"" refers to William Herschel (John's farther, the discoverer of the planet Uranus), ""h"" refers to John Herschel himself, and ""Sigma"" , rendered Σ in the table on p. 35 refers to Joseph Fraunhofer.   
The data in Virginis.interp come from Table 1 on p. 190 of the supplementary paper.    Source  
Herschel, J. F. W. III. Micrometrical Measures of 364 Double Stars with a 7-feet Equatorial Acromatic Telescope, taken at Slough, in the years 1828, 1829, and 1830 Memoirs of the Royal Astronomical Society , 1833, 5, 13-91.   
Herschel, J. F. W. On the Investigation of the Orbits of Revolving Double Stars: Being a Supplement to a Paper Entitled ""Micrometrical Measures of 364 Double Stars"" Memoirs of the Royal Astronomical Society , 1833, 5, 171-222.    References  
Friendly, M. & Denis, D. The early origins and development of the scatterplot.  Journal of the History of the Behavioral Sciences , 2005, 41, 103-130.    Examples    data(Virginis) data(Virginis.interp) # Herschel's interpolated curve plot(posangle ~ year, data=Virginis.interp, pch=15, type=""b"", col=""red"", cex=0.8, lwd=2, xlim=c(1710,1840), ylim=c(80, 170), ylab=""Position angle (deg.)"", xlab=""Year"", cex.lab=1.5) # The data points, and indication of their uncertainty points(posangle ~ year, data=Virginis, pch=16) points(posangle ~ year, data=Virginis, cex=weight/2)"
"HistData-Virginis.interp","HistData","Virginis.interp","John F. W. Herschel's Data on the Orbit of the Twin Stars gamma _Virginis_",14,4,0,0,0,0,4,"https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Virginis.interp.csv","https://vincentarelbundock.github.io/Rdatasets/doc/HistData/Virginis.interp.html","Virginis R Documentation    John F. W. Herschel's Data on the Orbit of the Twin Stars γ Virginis     Description  
In 1833 J. F. W. Herschel published two papers in the Memoirs of the Royal Astronomical Society  detailing his investigations of calculating the orbits of twin stars from observations of their relative position angle and angular distance.  
In the process, he invented the scatterplot, and the use of visual smoothing to obtain a reliable curve that surpassed the accuracy of individual observations (Friendly & Denis, 2005). His data on the recordings of the twin stars γ Virginis provide an accessible example of his methods.    Usage    data(""Virginis"") data(""Virginis.interp"")    Format  
Virgins : A data frame with 18 observations on the following 6 variables giving the measurements of position angle and angular distance between the central (brightest) star and its twin, recorded by various observers over more than 100 years.   year
year (""epoch"") of the observation, a decimal numeric vector   posangle
recorded position angle between the two stars, a numeric vector   distance
separation distance between the two stars, a numeric vector   weight
a subjective weight attributed to the accuracy of this observation, a numeric vector   notes
Herschel's notes on this observation, a character vector   authority
A simplified version of the notes giving just the attribution of authority of the observation, a character vector    
Virgins.interp : A data frame with 14 observations on the following 4 variables, giving the position angles and angular distance that Herschel interpolated from his smoothed curve.    year
year (""epoch"") of the observation, a decimal numeric vector   posangle
recorded position angle between the two stars, a numeric vector   distance
separation distance, calculated 1/sqrt(velocity)   velocity
angular velocity, calculated as the instantaneous slopes of tangents to the smoothed curve, a numeric vector     Details  
The data in Virginis come from the table on p. 35 of the “Micrometrical Measures” paper.  
The weight variable was assigned by the package author, reflecting Herschel's comments and for use in any weighted analysis.   
In the notes and authority variables, ""H"" refers to William Herschel (John's farther, the discoverer of the planet Uranus), ""h"" refers to John Herschel himself, and ""Sigma"" , rendered Σ in the table on p. 35 refers to Joseph Fraunhofer.   
The data in Virginis.interp come from Table 1 on p. 190 of the supplementary paper.    Source  
Herschel, J. F. W. III. Micrometrical Measures of 364 Double Stars with a 7-feet Equatorial Acromatic Telescope, taken at Slough, in the years 1828, 1829, and 1830 Memoirs of the Royal Astronomical Society , 1833, 5, 13-91.   
Herschel, J. F. W. On the Investigation of the Orbits of Revolving Double Stars: Being a Supplement to a Paper Entitled ""Micrometrical Measures of 364 Double Stars"" Memoirs of the Royal Astronomical Society , 1833, 5, 171-222.    References  
Friendly, M. & Denis, D. The early origins and development of the scatterplot.  Journal of the History of the Behavioral Sciences , 2005, 41, 103-130.    Examples    data(Virginis) data(Virginis.interp) # Herschel's interpolated curve plot(posangle ~ year, data=Virginis.interp, pch=15, type=""b"", col=""red"", cex=0.8, lwd=2, xlim=c(1710,1840), ylim=c(80, 170), ylab=""Position angle (deg.)"", xlab=""Year"", cex.lab=1.5) # The data points, and indication of their uncertainty points(posangle ~ year, data=Virginis, pch=16) points(posangle ~ year, data=Virginis, cex=weight/2)"
"HistData-Wheat","HistData","Wheat","Playfair's Data on Wages and the Price of Wheat",53,3,0,0,0,0,3,"https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Wheat.csv","https://vincentarelbundock.github.io/Rdatasets/doc/HistData/Wheat.html","Wheat R Documentation    Playfair's Data on Wages and the Price of Wheat    Description  
Playfair (1821) used a graph, showing parallel time-series of the price of wheat and the typical weekly wage for a ""good mechanic"" from 1565 to 1821 to argue that working men had never been as well-off in terms of purchasing power as they had become toward the end of this period.  
His graph is a classic in the history of data visualization, but commits the sin of showing two non-commensurable Y variables on different axes. Scatterplots of wages vs. price or plots of ratios (e.g., wages/price) are in some ways better, but both of these ideas were unknown in 1821.   
In this version, information on the reigns of British monarchs is provided in a separate data.frame, Wheat.monarch .    Usage    data(Wheat) data(Wheat.monarchs)    Format  
Wheat  A data frame with 53 observations on the following 3 variables.    Year
Year, in intervals of 5 from 1565 to 1821: a numeric vector   Wheat
Price of Wheat (Shillings/Quarter bushel): a numeric vector   Wages
Weekly wage (Shillings): a numeric vector    
Wheat.monarchs  A data frame with 12 observations on the following 4 variables.    name
Reigning monarch, a factor with levels Anne Charles I Charles II Cromwell Elizabeth George I George II George III George IV James I James II W&M   start
Starting year of reign, a numeric vector   end
Starting year of reign, a numeric vector   commonwealth
A binary variable indicating the period of the Commonwealth under Cromwell     Source  
Playfair, W. (1821). Letter on our Agricultural Distresses, Their Causes and Remedies . London: W. Sams, 1821   
Data values: originally digitized from http://datavis.ca/gallery/images/playfair-wheat1.gif  now taken from http://mbostock.github.io/protovis/ex/wheat.js     References  
Friendly, M. & Denis, D. (2005). The early origins and development of the scatterplot Journal of the History of the Behavioral Sciences , 41, 103-130.    Examples    data(Wheat) data(Wheat) # ------------------------------------ # Playfair's graph, largely reproduced # ------------------------------------ # convenience function to fill area under a curve down to a minimum value fillpoly <- function(x,y, low=min(y), ...) { n <- length(x) polygon( c(x, x[n], x[1]), c(y, low, low), ...) } # For best results, this graph should be viewed with width ~ 2 * height # Note use of type='s' to plot a step function for Wheat # and panel.first to provide a background grid() # The curve for Wages is plotted after the polygon below it is filled with(Wheat, { plot(Year, Wheat, type=""s"", ylim=c(0,105), ylab=""Price of the Quarter of Wheat (shillings)"", panel.first=grid(col=gray(.9), lty=1)) fillpoly(Year, Wages, low=0, col=""lightskyblue"", border=NA) lines(Year, Wages, lwd=3, col=""red"") }) # add some annotations text(1625,10, ""Weekly wages of a good mechanic"", cex=0.8, srt=3, col=""red"") # cartouche text(1650, 85, ""Chart"", cex=2, font=2) text(1650, 70, paste(""Shewing at One View"", ""The Price of the Quarter of Wheat"", ""& Wages of Labor by the Week"", ""from the Year 1565 to 1821"", ""by William Playfair"", sep=""\n""), font=3) # add the time series bars to show reigning monarchs # distinguish Cromwell visually, as Playfair did with(Wheat.monarchs, { y <- ifelse( !commonwealth & (!seq_along(start) %% 2), 102, 104) segments(start, y, end, y, col=""black"", lwd=7, lend=1) segments(start, y, end, y, col=ifelse(commonwealth, ""white"", NA), lwd=4, lend=1) text((start+end)/2, y-2, name, cex=0.5) }) # ----------------------------------------- # plot the labor cost of a quarter of wheat # ----------------------------------------- Wheat1 <- within(na.omit(Wheat), {Labor=Wheat/Wages}) with(Wheat1, { plot(Year, Labor, type='b', pch=16, cex=1.5, lwd=1.5, ylab=""Labor cost of a Quarter of Wheat (weeks)"", ylim=c(1,12.5)); lines(lowess(Year, Labor), col=""red"", lwd=2) }) # cartouche text(1740, 10, ""Chart"", cex=2, font=2) text(1740, 8.5, paste(""Shewing at One View"", ""The Work Required to Purchase"", ""One Quarter of Wheat"", sep=""\n""), cex=1.5, font=3) with(Wheat.monarchs, { y <- ifelse( !commonwealth & (!seq_along(start) %% 2), 12.3, 12.5) segments(start, y, end, y, col=""black"", lwd=7, lend=1) segments(start, y, end, y, col=ifelse(commonwealth, ""white"", NA), lwd=4, lend=1) text((start+end)/2, y-0.2, name, cex=0.5) })"
"HistData-Wheat.monarchs","HistData","Wheat.monarchs","Playfair's Data on Wages and the Price of Wheat",12,4,1,0,1,0,3,"https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Wheat.monarchs.csv","https://vincentarelbundock.github.io/Rdatasets/doc/HistData/Wheat.monarchs.html","Wheat R Documentation    Playfair's Data on Wages and the Price of Wheat    Description  
Playfair (1821) used a graph, showing parallel time-series of the price of wheat and the typical weekly wage for a ""good mechanic"" from 1565 to 1821 to argue that working men had never been as well-off in terms of purchasing power as they had become toward the end of this period.  
His graph is a classic in the history of data visualization, but commits the sin of showing two non-commensurable Y variables on different axes. Scatterplots of wages vs. price or plots of ratios (e.g., wages/price) are in some ways better, but both of these ideas were unknown in 1821.   
In this version, information on the reigns of British monarchs is provided in a separate data.frame, Wheat.monarch .    Usage    data(Wheat) data(Wheat.monarchs)    Format  
Wheat  A data frame with 53 observations on the following 3 variables.    Year
Year, in intervals of 5 from 1565 to 1821: a numeric vector   Wheat
Price of Wheat (Shillings/Quarter bushel): a numeric vector   Wages
Weekly wage (Shillings): a numeric vector    
Wheat.monarchs  A data frame with 12 observations on the following 4 variables.    name
Reigning monarch, a factor with levels Anne Charles I Charles II Cromwell Elizabeth George I George II George III George IV James I James II W&M   start
Starting year of reign, a numeric vector   end
Starting year of reign, a numeric vector   commonwealth
A binary variable indicating the period of the Commonwealth under Cromwell     Source  
Playfair, W. (1821). Letter on our Agricultural Distresses, Their Causes and Remedies . London: W. Sams, 1821   
Data values: originally digitized from http://datavis.ca/gallery/images/playfair-wheat1.gif  now taken from http://mbostock.github.io/protovis/ex/wheat.js     References  
Friendly, M. & Denis, D. (2005). The early origins and development of the scatterplot Journal of the History of the Behavioral Sciences , 41, 103-130.    Examples    data(Wheat) data(Wheat) # ------------------------------------ # Playfair's graph, largely reproduced # ------------------------------------ # convenience function to fill area under a curve down to a minimum value fillpoly <- function(x,y, low=min(y), ...) { n <- length(x) polygon( c(x, x[n], x[1]), c(y, low, low), ...) } # For best results, this graph should be viewed with width ~ 2 * height # Note use of type='s' to plot a step function for Wheat # and panel.first to provide a background grid() # The curve for Wages is plotted after the polygon below it is filled with(Wheat, { plot(Year, Wheat, type=""s"", ylim=c(0,105), ylab=""Price of the Quarter of Wheat (shillings)"", panel.first=grid(col=gray(.9), lty=1)) fillpoly(Year, Wages, low=0, col=""lightskyblue"", border=NA) lines(Year, Wages, lwd=3, col=""red"") }) # add some annotations text(1625,10, ""Weekly wages of a good mechanic"", cex=0.8, srt=3, col=""red"") # cartouche text(1650, 85, ""Chart"", cex=2, font=2) text(1650, 70, paste(""Shewing at One View"", ""The Price of the Quarter of Wheat"", ""& Wages of Labor by the Week"", ""from the Year 1565 to 1821"", ""by William Playfair"", sep=""\n""), font=3) # add the time series bars to show reigning monarchs # distinguish Cromwell visually, as Playfair did with(Wheat.monarchs, { y <- ifelse( !commonwealth & (!seq_along(start) %% 2), 102, 104) segments(start, y, end, y, col=""black"", lwd=7, lend=1) segments(start, y, end, y, col=ifelse(commonwealth, ""white"", NA), lwd=4, lend=1) text((start+end)/2, y-2, name, cex=0.5) }) # ----------------------------------------- # plot the labor cost of a quarter of wheat # ----------------------------------------- Wheat1 <- within(na.omit(Wheat), {Labor=Wheat/Wages}) with(Wheat1, { plot(Year, Labor, type='b', pch=16, cex=1.5, lwd=1.5, ylab=""Labor cost of a Quarter of Wheat (weeks)"", ylim=c(1,12.5)); lines(lowess(Year, Labor), col=""red"", lwd=2) }) # cartouche text(1740, 10, ""Chart"", cex=2, font=2) text(1740, 8.5, paste(""Shewing at One View"", ""The Work Required to Purchase"", ""One Quarter of Wheat"", sep=""\n""), cex=1.5, font=3) with(Wheat.monarchs, { y <- ifelse( !commonwealth & (!seq_along(start) %% 2), 12.3, 12.5) segments(start, y, end, y, col=""black"", lwd=7, lend=1) segments(start, y, end, y, col=ifelse(commonwealth, ""white"", NA), lwd=4, lend=1) text((start+end)/2, y-0.2, name, cex=0.5) })"
"HistData-Yeast","HistData","Yeast","Student's (1906) Yeast Cell Counts",36,3,0,0,1,0,2,"https://vincentarelbundock.github.io/Rdatasets/csv/HistData/Yeast.csv","https://vincentarelbundock.github.io/Rdatasets/doc/HistData/Yeast.html","Yeast R Documentation    Student's (1906) Yeast Cell Counts    Description  
Counts of the number of yeast cells were made each of 400 regions in a 20 x 20 grid on a microscope slide, comprising a 1 sq. mm. area. This experiment was repeated four times, giving samples A, B, C and D.   
Student (1906) used these data to investigate the errors in random sampling. He says ""there are two sources of error: (a) the drop taken may not be representative of the bulk of the liquid; (b) the distribution of the cells over the area which is examined is never exactly uniform, so that there is an 'error of random sampling.'""   
The data in the paper are provided in the form of discrete frequency distributions for the four samples. Each shows the frequency distribution squares containing a count of 0, 1, 2, ... yeast cells. These are combined here in Yeast . In addition, he gives a table (Table I) showing the actual number of yeast cells counted in the 20 x 20 grid for sample D, given here as YeastD.mat .    Usage    data(Yeast) data(YeastD.mat)    Format  
Yeast : A frequency data frame with 36 observations on the following 3 variables, giving the frequencies of   sample
Sample identifier, a factor with levels A B C D   count
The number of yeast cells counted in a square   freq
The number of squares with the given count    
YeastD.mat : A 20 x 20 matrix containing the count of yeast cells in each square for sample D.   Details  
Student considers the distribution of a total of Nm particles distributed over  N unit areas with an average of m particles per unit area. With uniform mixing, for a given particle, the probability of it falling on any one area is p = 1/N , and not falling on that area is q = 1 - 1/N . He derives the probability distribution of 0, 1, 2, 3, ... particles on a single unit area from the binomial expansion of (p + q)^{mN} .    Source  
D. J. Hand, F. Daly, D. Lunn, K. McConway and E. Ostrowski (1994). A Handbook of Small Data Sets . London: Chapman \& Hall. The data were originally found at: https://www2.stat.duke.edu/courses/Spring98/sta113/Data/Hand/yeast.dat    References  
""Student"" (1906) On the error of counting with a haemocytometer. Biometrika, 5, 351-360.  http://www.medicine.mcgill.ca/epidemiology/hanley/c626/Student_counting.pdf     Examples    data(Yeast) require(lattice) # basic bar charts # TODO: frequencies should start at 0, not 1. barchart(count~freq|sample, data=Yeast, ylab=""Number of Cells"", xlab=""Frequency"") barchart(freq~count|sample, data=Yeast, xlab=""Number of Cells"", ylab=""Frequency"", horizontal=FALSE, origin=0) # same, using xyplot xyplot(freq~count|sample, data=Yeast, xlab=""Number of Cells"", ylab=""Frequency"", horizontal=FALSE, origin=0, type=""h"", lwd=10)"
"HistData-YeastD.mat","HistData","YeastD.mat","Student's (1906) Yeast Cell Counts",20,20,0,0,0,0,20,"https://vincentarelbundock.github.io/Rdatasets/csv/HistData/YeastD.mat.csv","https://vincentarelbundock.github.io/Rdatasets/doc/HistData/YeastD.mat.html","Yeast R Documentation    Student's (1906) Yeast Cell Counts    Description  
Counts of the number of yeast cells were made each of 400 regions in a 20 x 20 grid on a microscope slide, comprising a 1 sq. mm. area. This experiment was repeated four times, giving samples A, B, C and D.   
Student (1906) used these data to investigate the errors in random sampling. He says ""there are two sources of error: (a) the drop taken may not be representative of the bulk of the liquid; (b) the distribution of the cells over the area which is examined is never exactly uniform, so that there is an 'error of random sampling.'""   
The data in the paper are provided in the form of discrete frequency distributions for the four samples. Each shows the frequency distribution squares containing a count of 0, 1, 2, ... yeast cells. These are combined here in Yeast . In addition, he gives a table (Table I) showing the actual number of yeast cells counted in the 20 x 20 grid for sample D, given here as YeastD.mat .    Usage    data(Yeast) data(YeastD.mat)    Format  
Yeast : A frequency data frame with 36 observations on the following 3 variables, giving the frequencies of   sample
Sample identifier, a factor with levels A B C D   count
The number of yeast cells counted in a square   freq
The number of squares with the given count    
YeastD.mat : A 20 x 20 matrix containing the count of yeast cells in each square for sample D.   Details  
Student considers the distribution of a total of Nm particles distributed over  N unit areas with an average of m particles per unit area. With uniform mixing, for a given particle, the probability of it falling on any one area is p = 1/N , and not falling on that area is q = 1 - 1/N . He derives the probability distribution of 0, 1, 2, 3, ... particles on a single unit area from the binomial expansion of (p + q)^{mN} .    Source  
D. J. Hand, F. Daly, D. Lunn, K. McConway and E. Ostrowski (1994). A Handbook of Small Data Sets . London: Chapman \& Hall. The data were originally found at: https://www2.stat.duke.edu/courses/Spring98/sta113/Data/Hand/yeast.dat    References  
""Student"" (1906) On the error of counting with a haemocytometer. Biometrika, 5, 351-360.  http://www.medicine.mcgill.ca/epidemiology/hanley/c626/Student_counting.pdf     Examples    data(Yeast) require(lattice) # basic bar charts # TODO: frequencies should start at 0, not 1. barchart(count~freq|sample, data=Yeast, ylab=""Number of Cells"", xlab=""Frequency"") barchart(freq~count|sample, data=Yeast, xlab=""Number of Cells"", ylab=""Frequency"", horizontal=FALSE, origin=0) # same, using xyplot xyplot(freq~count|sample, data=Yeast, xlab=""Number of Cells"", ylab=""Frequency"", horizontal=FALSE, origin=0, type=""h"", lwd=10)"
"HistData-ZeaMays","HistData","ZeaMays","Darwin's Heights of Cross- and Self-fertilized Zea May Pairs",15,5,0,0,1,0,4,"https://vincentarelbundock.github.io/Rdatasets/csv/HistData/ZeaMays.csv","https://vincentarelbundock.github.io/Rdatasets/doc/HistData/ZeaMays.html","ZeaMays R Documentation    Darwin's Heights of Cross- and Self-fertilized Zea May Pairs    Description  
Darwin (1876) studied the growth of pairs of zea may (aka corn) seedlings, one produced by cross-fertilization and the other produced by self-fertilization, but otherwise grown under identical conditions. His goal was to demonstrate the greater vigour of the cross-fertilized plants. The data recorded are the final height (inches, to the nearest 1/8th) of the plants in each pair.   
In the Design of Experiments , Fisher (1935) used these data to illustrate a paired t-test (well, a one-sample test on the mean difference, cross - self ). Later in the book (section 21), he used this data to illustrate an early example of a non-parametric permutation test, treating each paired difference as having (randomly) either a positive or negative sign.   Usage   data(ZeaMays)   Format  
A data frame with 15 observations on the following 4 variables.    pair
pair number, a numeric vector   pot
pot, a factor with levels 1 2 3 4   cross
height of cross fertilized plant, a numeric vector   self
height of self fertilized plant, a numeric vector   diff
cross - self for each pair     Details  
In addition to the standard paired t-test, several types of non-parametric tests can be contemplated:   
(a) Permutation test, where the values of, say self are permuted and diff=cross - self  is calculated for each permutation. There are 15! permutations, but a reasonably large number of random permutations would suffice. But this doesn't take the paired samples into account.   
(b) Permutation test based on assigning each abs(diff) a + or - sign, and calculating the mean(diff). There are 2^{15} such possible values. This is essentially what Fisher proposed. The p-value for the test is the proportion of absolute mean differences under such randomization which exceed the observed mean difference.   
(c) Wilcoxon signed rank test: tests the hypothesis that the median signed rank of the diff is zero, or that the distribution of diff is symmetric about 0, vs. a location shifted alternative.    Source  
Darwin, C. (1876). The Effect of Cross- and Self-fertilization in the Vegetable Kingdom , 2nd Ed. London: John Murray.   
Andrews, D. and Herzberg, A. (1985) Data: a collection of problems from many fields for the student and research worker . New York: Springer. Data retrieved from: https://www.stat.cmu.edu/StatDat/     References  
Fisher, R. A. (1935). The Design of Experiments . London: Oliver & Boyd.    See Also  
wilcox.test    
independence_test in the coin package, a general framework for conditional inference procedures (permutation tests)    Examples    data(ZeaMays) ################################## ## Some preliminary exploration ## ################################## boxplot(ZeaMays[,c(""cross"", ""self"")], ylab=""Height (in)"", xlab=""Fertilization"") # examine large individual diff/ces largediff <- subset(ZeaMays, abs(diff) > 2*sd(abs(diff))) with(largediff, segments(1, cross, 2, self, col=""red"")) # plot cross vs. self. NB: unusual trend and some unusual points with(ZeaMays, plot(self, cross, pch=16, cex=1.5)) abline(lm(cross ~ self, data=ZeaMays), col=""red"", lwd=2) # pot effects ? anova(lm(diff ~ pot, data=ZeaMays)) ############################## ## Tests of mean difference ## ############################## # Wilcoxon signed rank test # signed ranks: with(ZeaMays, sign(diff) * rank(abs(diff))) wilcox.test(ZeaMays$cross, ZeaMays$self, conf.int=TRUE, exact=FALSE) # t-tests with(ZeaMays, t.test(cross, self)) with(ZeaMays, t.test(diff)) mean(ZeaMays$diff) # complete permutation distribution of diff, for all 2^15 ways of assigning # one value to cross and the other to self (thx: Bert Gunter) N <- nrow(ZeaMays) allmeans <- as.matrix(expand.grid(as.data.frame( matrix(rep(c(-1,1),N), nr =2)))) %*% abs(ZeaMays$diff) / N # upper-tail p-value sum(allmeans > mean(ZeaMays$diff)) / 2^N # two-tailed p-value sum(abs(allmeans) > mean(ZeaMays$diff)) / 2^N hist(allmeans, breaks=64, xlab=""Mean difference, cross-self"", main=""Histogram of all mean differences"") abline(v=c(1, -1)*mean(ZeaMays$diff), col=""red"", lwd=2, lty=1:2) plot(density(allmeans), xlab=""Mean difference, cross-self"", main=""Density plot of all mean differences"") abline(v=c(1, -1)*mean(ZeaMays$diff), col=""red"", lwd=2, lty=1:2)"
"HLMdiag-ahd","HLMdiag","ahd","Methylprednisolone data",330,5,1,0,2,0,3,"https://vincentarelbundock.github.io/Rdatasets/csv/HLMdiag/ahd.csv","https://vincentarelbundock.github.io/Rdatasets/doc/HLMdiag/ahd.html","ahd R Documentation   Methylprednisolone data   Description  
Data from a longitudinal study examining the effectiveness of Methylprednisolone as a treatment for patients with severe alcoholic hepatitis. Subjects were randomly assigned to a treatment (31 received a placebo, 35 received the treatment) and serum bilirubin was measures each week for four weeks.    Usage    data(ahd)    Format  
A data frame with 330 observations on the following 5 variables:    treatment
The treatment a subject received - a factor. Levels are  placebo and treated .   subject
Subject ID - a factor.   week
Week of the study (0–4) - the time variable.   sbvalue
Serum bilirubin level (in μ mol/L).   baseline
A subject's serum bilirubin level at week 0.     Source  
Vonesh, E. F. and Chinchilli, V. M. (1997) Linear and Nonlinear Models for the Analysis of Repeated Measurements . Marcel Dekker, New York.    References  
Carithers, R. L., Herlong, H. F., Diehl, A. M., Shaw, E. W., Combes, B., Fallon, H. J. & Maddrey, W. C. (1989) Methylprednisolone therapy in patients with severe alcoholic hepatitis. Annals of Internal Medicine , 110 (9), 685–690."
"HLMdiag-autism","HLMdiag","autism","Autism data",604,7,3,0,4,0,3,"https://vincentarelbundock.github.io/Rdatasets/csv/HLMdiag/autism.csv","https://vincentarelbundock.github.io/Rdatasets/doc/HLMdiag/autism.html","autism R Documentation   Autism data   Description  
Data from a prospective longitudinal study following 214 children between the ages of 2 and 13 who were diagnosed with either autism spectrum disorder or non-spectrum developmental delays at age 2.    Usage    data(autism)    Format  
A data frame with 604 observation on the following 7 variables:    childid
Child ID.   sicdegp
Sequenced Inventory of Communication Development group (an assessment of expressive language development) - a factor. Levels are low , med , and high .   age2
Age (in years) centered around age 2 (age at diagnosis).   vsae
Vineland Socialization Age Equivalent   gender
Child's gender - a factor. Levels are male and female .   race
Child's race - a factor. Levels are white and nonwhite .   bestest2
Diagnosis at age 2 - a factor. Levels are autism and pdd (pervasive developmental disorder).     Source  
http://www-personal.umich.edu/~kwelch/     References  
Anderson, D. K., Lord, C., Risi, S., DiLavore, P. S., Shulman, C., Thurm, A., et al. (2007). Patterns of growth in verbal abilities among children with autism spectrum disorder. Journal of Consulting and Clinical Psychology , 75 (4), 594–604.  
Anderson, D. K., Oti, R. S., Lord, C., & Welch, K. (2009). Patterns of Growth in Adaptive Social Abilities Among Children with Autism Spectrum Disorders. Journal of Abnormal Child Psychology , 37 (7), 1019–1034."
"HLMdiag-radon","HLMdiag","radon","Radon data",919,5,1,0,1,0,4,"https://vincentarelbundock.github.io/Rdatasets/csv/HLMdiag/radon.csv","https://vincentarelbundock.github.io/Rdatasets/doc/HLMdiag/radon.html","radon R Documentation   Radon data   Description  
Radon measurements of 919 owner-occupied homes in 85 counties of Minnesota.    Usage    data(radon)    Format  
A data frame with 919 observations on the following 5 variables:    log.radon
Radon measurement (in log pCi/L, i.e., log picoCurie per liter)   basement
Indicator for the level of the home at which the radon measurement was taken - 0 = basement, 1 = first floor.   uranium
Average county-level soil uranium content.   county
County ID.   county.name
County name - a factor.     Source  
http://www.stat.columbia.edu/~gelman/arm/software/     References  
Price, P. N., Nero, A. V. and Gelman, A. (1996) Bayesian prediction of mean indoor radon concentrations for Minnesota counties. Health Physics .  71 (6), 922–936.   
Gelman, A. and Hill, J. (2007) Data analysis using regression and multilevel/hierarchical models . Cambridge University Press."
"HLMdiag-wages","HLMdiag","wages","Wages for male high school dropouts",6402,15,3,0,3,0,12,"https://vincentarelbundock.github.io/Rdatasets/csv/HLMdiag/wages.csv","https://vincentarelbundock.github.io/Rdatasets/doc/HLMdiag/wages.html","wages R Documentation   Wages for male high school dropouts   Description  
Data on the labor-market experience of male high school dropouts.    Format  
A data frame with 6402 observations on the following 15 variables.    id
respondent id - a factor with 888 levels.   lnw
natural log of wages expressed in 1990 dollars.   exper
years of experience in the work force   ged
equals 1 if respondent has obtained a GED as of the time of survey, 0 otherwise   postexp
labor force participation since obtaining a GED (in years) - before a GED is earned postexp = 0, and on the day a GED is earned postexp = 0   black
factor - equals 1 if subject is black, 0 otherwise   hispanic
factor - equals 1 if subject is hispanic, 0 otherwise   hgc
highest grade completed - takes integers 6 through 12   hgc.9
hgc - 9, a centered version of hgc   uerate
local area unemployment rate for that year   ue.7 ue.centert1 ue.mean ue.person.cen ue1   Source  
These data are originally from the 1979 National Longitudinal Survey on Youth (NLSY79).   
Singer and Willett (2003) used these data for examples in chapter (insert info. here) and the data sets used can be found on the UCLA Statistical Computing website:  https://stats.idre.ucla.edu/other/examples/alda/    
Additionally the data were discussed by Cook and Swayne (2003) and the data can be found on the GGobi website:  http://ggobi.org/book.html .    References  
Singer, J. D. and Willett, J. B. (2003), Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence , New York: Oxford University Press.   
Cook, D. and Swayne, D. F. (2007), Interactive and Dynamic Graphics for Data Analysis with R and GGobi , Springer.    Examples    str(wages) summary(wages) ## Not run: library(lme4) lmer(lnw ~ exper + (exper | id), data = wages) ## End(Not run)"
